cell_name,batch,cell_type
DoubleNeg_P9_S61,0,DoubleNeg
DoubleNeg_P9_S62,0,DoubleNeg
DoubleNeg_P9_S63,0,DoubleNeg
DoubleNeg_P9_S64,0,DoubleNeg
DoubleNeg_P9_S65,0,DoubleNeg
DoubleNeg_P9_S66,0,DoubleNeg
DoubleNeg_P9_S67,0,DoubleNeg
DoubleNeg_P9_S68,0,DoubleNeg
DoubleNeg_P9_S69,0,DoubleNeg
DoubleNeg_P9_S70,0,DoubleNeg
DoubleNeg_P9_S71,0,DoubleNeg
DoubleNeg_P9_S72,0,DoubleNeg
CD141_P10_S73,0,CD141
CD141_P10_S74,0,CD141
CD141_P10_S75,0,CD141
CD141_P10_S76,0,CD141
CD141_P10_S77,0,CD141
CD141_P10_S78,0,CD141
CD141_P10_S79,0,CD141
CD141_P10_S80,0,CD141
CD141_P10_S81,0,CD141
CD141_P10_S82,0,CD141
CD141_P10_S83,0,CD141
CD141_P10_S84,0,CD141
CD141_P10_S85,0,CD141
CD141_P10_S86,0,CD141
CD141_P10_S87,0,CD141
CD141_P10_S88,0,CD141
CD141_P10_S89,0,CD141
CD141_P10_S90,0,CD141
CD141_P10_S91,0,CD141
CD141_P10_S92,0,CD141
CD141_P10_S93,0,CD141
CD141_P10_S94,0,CD141
CD141_P10_S95,0,CD141
CD141_P10_S96,0,CD141
CD141_P7_S10,0,CD141
CD141_P7_S11,0,CD141
CD141_P7_S12,0,CD141
CD141_P7_S13,0,CD141
CD141_P7_S14,0,CD141
CD141_P7_S15,0,CD141
CD141_P7_S16,0,CD141
CD141_P7_S17,0,CD141
CD141_P7_S18,0,CD141
CD141_P7_S19,0,CD141
CD141_P7_S1,0,CD141
CD141_P7_S20,0,CD141
CD141_P7_S21,0,CD141
CD141_P7_S22,0,CD141
CD141_P7_S23,0,CD141
CD141_P7_S24,0,CD141
CD141_P7_S2,0,CD141
CD141_P7_S3,0,CD141
CD141_P7_S4,0,CD141
CD141_P7_S5,0,CD141
CD141_P7_S6,0,CD141
CD141_P7_S7,0,CD141
CD141_P7_S8,0,CD141
CD141_P7_S9,0,CD141
CD141_P8_S25,0,CD141
CD141_P8_S26,0,CD141
CD141_P8_S27,0,CD141
CD141_P8_S28,0,CD141
CD141_P8_S30,0,CD141
CD141_P8_S31,0,CD141
CD141_P8_S32,0,CD141
CD141_P8_S33,0,CD141
CD141_P8_S34,0,CD141
CD141_P8_S35,0,CD141
CD141_P8_S36,0,CD141
CD141_P8_S37,0,CD141
CD141_P8_S38,0,CD141
CD141_P8_S39,0,CD141
CD141_P8_S40,0,CD141
CD141_P8_S42,0,CD141
CD141_P8_S43,0,CD141
CD141_P8_S44,0,CD141
CD141_P8_S45,0,CD141
CD141_P8_S46,0,CD141
CD141_P8_S47,0,CD141
CD141_P8_S48,0,CD141
CD141_P9_S49,0,CD141
CD141_P9_S50,0,CD141
CD141_P9_S51,0,CD141
CD141_P9_S52,0,CD141
CD141_P9_S53,0,CD141
CD141_P9_S54,0,CD141
CD141_P9_S55,0,CD141
CD141_P9_S56,0,CD141
CD141_P9_S57,0,CD141
CD141_P9_S58,0,CD141
CD141_P9_S59,0,CD141
CD141_P9_S60,0,CD141
CD141_P9_S61,0,CD141
CD141_P9_S62,0,CD141
CD141_P9_S63,0,CD141
CD141_P9_S64,0,CD141
CD141_P9_S65,0,CD141
CD141_P9_S66,0,CD141
CD141_P9_S67,0,CD141
CD141_P9_S68,0,CD141
CD141_P9_S69,0,CD141
CD141_P9_S70,0,CD141
CD141_P9_S71,0,CD141
CD141_P9_S72,0,CD141
pDC_P13_S49,1,pDC
pDC_P13_S50,1,pDC
pDC_P13_S51,1,pDC
pDC_P13_S52,1,pDC
pDC_P13_S53,1,pDC
pDC_P13_S54,1,pDC
pDC_P13_S55,1,pDC
pDC_P13_S56,1,pDC
pDC_P13_S57,1,pDC
pDC_P13_S58,1,pDC
pDC_P13_S59,1,pDC
pDC_P13_S60,1,pDC
pDC_P13_S61,1,pDC
pDC_P13_S62,1,pDC
pDC_P13_S63,1,pDC
pDC_P13_S64,1,pDC
pDC_P13_S65,1,pDC
pDC_P13_S66,1,pDC
pDC_P13_S67,1,pDC
pDC_P13_S68,1,pDC
pDC_P13_S69,1,pDC
pDC_P13_S70,1,pDC
pDC_P13_S71,1,pDC
pDC_P13_S72,1,pDC
pDC_P14_S73,1,pDC
pDC_P14_S74,1,pDC
pDC_P14_S75,1,pDC
pDC_P14_S76,1,pDC
pDC_P14_S77,1,pDC
pDC_P14_S78,1,pDC
pDC_P14_S79,1,pDC
pDC_P14_S80,1,pDC
pDC_P14_S81,1,pDC
pDC_P14_S82,1,pDC
pDC_P14_S83,1,pDC
pDC_P14_S84,1,pDC
pDC_P14_S85,1,pDC
pDC_P14_S86,1,pDC
pDC_P14_S87,1,pDC
pDC_P14_S88,1,pDC
pDC_P14_S89,1,pDC
pDC_P14_S90,1,pDC
pDC_P14_S91,1,pDC
pDC_P14_S92,1,pDC
pDC_P14_S93,1,pDC
pDC_P14_S94,1,pDC
pDC_P14_S95,1,pDC
pDC_P14_S96,1,pDC
pDC_P3_S10,1,pDC
pDC_P3_S11,1,pDC
pDC_P3_S12,1,pDC
pDC_P3_S13,1,pDC
pDC_P3_S14,1,pDC
pDC_P3_S15,1,pDC
pDC_P3_S16,1,pDC
pDC_P3_S17,1,pDC
pDC_P3_S18,1,pDC
pDC_P3_S19,1,pDC
pDC_P3_S1,1,pDC
pDC_P3_S20,1,pDC
pDC_P3_S21,1,pDC
pDC_P3_S22,1,pDC
pDC_P3_S23,1,pDC
pDC_P3_S24,1,pDC
pDC_P3_S2,1,pDC
pDC_P3_S3,1,pDC
pDC_P3_S4,1,pDC
pDC_P3_S5,1,pDC
pDC_P3_S6,1,pDC
pDC_P3_S7,1,pDC
pDC_P3_S8,1,pDC
pDC_P3_S9,1,pDC
pDC_P4_S25,1,pDC
pDC_P4_S26,1,pDC
pDC_P4_S27,1,pDC
pDC_P4_S28,1,pDC
pDC_P4_S29,1,pDC
pDC_P4_S30,1,pDC
pDC_P4_S31,1,pDC
pDC_P4_S32,1,pDC
pDC_P4_S33,1,pDC
pDC_P4_S34,1,pDC
pDC_P4_S35,1,pDC
pDC_P4_S36,1,pDC
pDC_P4_S37,1,pDC
pDC_P4_S38,1,pDC
pDC_P4_S39,1,pDC
pDC_P4_S40,1,pDC
pDC_P4_S41,1,pDC
pDC_P4_S42,1,pDC
pDC_P4_S43,1,pDC
pDC_P4_S44,1,pDC
pDC_P4_S45,1,pDC
pDC_P4_S46,1,pDC
pDC_P4_S47,1,pDC
pDC_P4_S48,1,pDC
DoubleNeg_P13_S49,1,DoubleNeg
DoubleNeg_P13_S50,1,DoubleNeg
DoubleNeg_P13_S51,1,DoubleNeg
DoubleNeg_P13_S52,1,DoubleNeg
DoubleNeg_P13_S53,1,DoubleNeg
DoubleNeg_P13_S54,1,DoubleNeg
DoubleNeg_P13_S55,1,DoubleNeg
DoubleNeg_P13_S56,1,DoubleNeg
DoubleNeg_P13_S57,1,DoubleNeg
DoubleNeg_P13_S58,1,DoubleNeg
DoubleNeg_P13_S59,1,DoubleNeg
DoubleNeg_P13_S60,1,DoubleNeg
DoubleNeg_P13_S61,1,DoubleNeg
DoubleNeg_P13_S62,1,DoubleNeg
DoubleNeg_P13_S63,1,DoubleNeg
DoubleNeg_P13_S64,1,DoubleNeg
DoubleNeg_P13_S65,1,DoubleNeg
DoubleNeg_P13_S66,1,DoubleNeg
DoubleNeg_P13_S67,1,DoubleNeg
DoubleNeg_P13_S68,1,DoubleNeg
DoubleNeg_P13_S69,1,DoubleNeg
DoubleNeg_P13_S70,1,DoubleNeg
DoubleNeg_P13_S71,1,DoubleNeg
DoubleNeg_P13_S72,1,DoubleNeg
DoubleNeg_P14_S73,1,DoubleNeg
DoubleNeg_P14_S74,1,DoubleNeg
DoubleNeg_P14_S75,1,DoubleNeg
DoubleNeg_P14_S76,1,DoubleNeg
DoubleNeg_P14_S77,1,DoubleNeg
DoubleNeg_P14_S78,1,DoubleNeg
DoubleNeg_P14_S79,1,DoubleNeg
DoubleNeg_P14_S80,1,DoubleNeg
DoubleNeg_P14_S81,1,DoubleNeg
DoubleNeg_P14_S82,1,DoubleNeg
DoubleNeg_P14_S83,1,DoubleNeg
DoubleNeg_P14_S84,1,DoubleNeg
DoubleNeg_P14_S85,1,DoubleNeg
DoubleNeg_P14_S86,1,DoubleNeg
DoubleNeg_P14_S87,1,DoubleNeg
DoubleNeg_P14_S88,1,DoubleNeg
DoubleNeg_P14_S89,1,DoubleNeg
DoubleNeg_P14_S90,1,DoubleNeg
DoubleNeg_P14_S91,1,DoubleNeg
DoubleNeg_P14_S92,1,DoubleNeg
DoubleNeg_P14_S93,1,DoubleNeg
DoubleNeg_P14_S94,1,DoubleNeg
DoubleNeg_P14_S95,1,DoubleNeg
DoubleNeg_P14_S96,1,DoubleNeg
DoubleNeg_P3_S10,1,DoubleNeg
DoubleNeg_P3_S11,1,DoubleNeg
DoubleNeg_P3_S12,1,DoubleNeg
DoubleNeg_P3_S13,1,DoubleNeg
DoubleNeg_P3_S14,1,DoubleNeg
DoubleNeg_P3_S15,1,DoubleNeg
DoubleNeg_P3_S16,1,DoubleNeg
DoubleNeg_P3_S17,1,DoubleNeg
DoubleNeg_P3_S18,1,DoubleNeg
DoubleNeg_P3_S19,1,DoubleNeg
DoubleNeg_P3_S1,1,DoubleNeg
DoubleNeg_P3_S20,1,DoubleNeg
DoubleNeg_P3_S21,1,DoubleNeg
DoubleNeg_P3_S22,1,DoubleNeg
DoubleNeg_P3_S23,1,DoubleNeg
DoubleNeg_P3_S24,1,DoubleNeg
DoubleNeg_P3_S2,1,DoubleNeg
DoubleNeg_P3_S3,1,DoubleNeg
DoubleNeg_P3_S4,1,DoubleNeg
DoubleNeg_P3_S5,1,DoubleNeg
DoubleNeg_P3_S7,1,DoubleNeg
DoubleNeg_P3_S8,1,DoubleNeg
DoubleNeg_P3_S9,1,DoubleNeg
DoubleNeg_P4_S25,1,DoubleNeg
DoubleNeg_P4_S26,1,DoubleNeg
DoubleNeg_P4_S27,1,DoubleNeg
DoubleNeg_P4_S28,1,DoubleNeg
DoubleNeg_P4_S29,1,DoubleNeg
DoubleNeg_P4_S30,1,DoubleNeg
DoubleNeg_P4_S31,1,DoubleNeg
DoubleNeg_P4_S32,1,DoubleNeg
DoubleNeg_P4_S33,1,DoubleNeg
DoubleNeg_P4_S34,1,DoubleNeg
DoubleNeg_P4_S35,1,DoubleNeg
DoubleNeg_P4_S36,1,DoubleNeg
DoubleNeg_P4_S37,1,DoubleNeg
DoubleNeg_P4_S38,1,DoubleNeg
DoubleNeg_P4_S39,1,DoubleNeg
DoubleNeg_P4_S40,1,DoubleNeg
DoubleNeg_P4_S41,1,DoubleNeg
DoubleNeg_P4_S42,1,DoubleNeg
DoubleNeg_P4_S43,1,DoubleNeg
DoubleNeg_P4_S44,1,DoubleNeg
DoubleNeg_P4_S45,1,DoubleNeg
DoubleNeg_P4_S46,1,DoubleNeg
DoubleNeg_P4_S47,1,DoubleNeg
DoubleNeg_P4_S48,1,DoubleNeg
CD1C_P13_S49,1,CD1C
CD1C_P13_S50,1,CD1C
CD1C_P13_S51,1,CD1C
CD1C_P13_S52,1,CD1C
CD1C_P13_S53,1,CD1C
CD1C_P13_S54,1,CD1C
CD1C_P13_S55,1,CD1C
CD1C_P13_S56,1,CD1C
CD1C_P13_S57,1,CD1C
CD1C_P13_S58,1,CD1C
CD1C_P13_S59,1,CD1C
CD1C_P13_S60,1,CD1C
CD1C_P13_S61,1,CD1C
CD1C_P13_S62,1,CD1C
CD1C_P13_S63,1,CD1C
CD1C_P13_S64,1,CD1C
CD1C_P13_S65,1,CD1C
CD1C_P13_S66,1,CD1C
CD1C_P13_S67,1,CD1C
CD1C_P13_S68,1,CD1C
CD1C_P13_S69,1,CD1C
CD1C_P13_S70,1,CD1C
CD1C_P13_S71,1,CD1C
CD1C_P13_S72,1,CD1C
CD1C_P14_S73,1,CD1C
CD1C_P14_S74,1,CD1C
CD1C_P14_S75,1,CD1C
CD1C_P14_S76,1,CD1C
CD1C_P14_S77,1,CD1C
CD1C_P14_S78,1,CD1C
CD1C_P14_S79,1,CD1C
CD1C_P14_S80,1,CD1C
CD1C_P14_S81,1,CD1C
CD1C_P14_S82,1,CD1C
CD1C_P14_S83,1,CD1C
CD1C_P14_S84,1,CD1C
CD1C_P14_S85,1,CD1C
CD1C_P14_S86,1,CD1C
CD1C_P14_S87,1,CD1C
CD1C_P14_S88,1,CD1C
CD1C_P14_S89,1,CD1C
CD1C_P14_S90,1,CD1C
CD1C_P14_S91,1,CD1C
CD1C_P14_S92,1,CD1C
CD1C_P14_S93,1,CD1C
CD1C_P14_S94,1,CD1C
CD1C_P14_S95,1,CD1C
CD1C_P14_S96,1,CD1C
CD1C_P3_S10,1,CD1C
CD1C_P3_S11,1,CD1C
CD1C_P3_S12,1,CD1C
CD1C_P3_S13,1,CD1C
CD1C_P3_S14,1,CD1C
CD1C_P3_S15,1,CD1C
CD1C_P3_S16,1,CD1C
CD1C_P3_S17,1,CD1C
CD1C_P3_S18,1,CD1C
CD1C_P3_S19,1,CD1C
CD1C_P3_S1,1,CD1C
CD1C_P3_S20,1,CD1C
CD1C_P3_S21,1,CD1C
CD1C_P3_S22,1,CD1C
CD1C_P3_S23,1,CD1C
CD1C_P3_S24,1,CD1C
CD1C_P3_S2,1,CD1C
CD1C_P3_S3,1,CD1C
CD1C_P3_S4,1,CD1C
CD1C_P3_S5,1,CD1C
CD1C_P3_S6,1,CD1C
CD1C_P3_S7,1,CD1C
CD1C_P3_S8,1,CD1C
CD1C_P4_S25,1,CD1C
CD1C_P4_S26,1,CD1C
CD1C_P4_S27,1,CD1C
CD1C_P4_S28,1,CD1C
CD1C_P4_S29,1,CD1C
CD1C_P4_S30,1,CD1C
CD1C_P4_S31,1,CD1C
CD1C_P4_S32,1,CD1C
CD1C_P4_S33,1,CD1C
CD1C_P4_S34,1,CD1C
CD1C_P4_S35,1,CD1C
CD1C_P4_S36,1,CD1C
CD1C_P4_S37,1,CD1C
CD1C_P4_S38,1,CD1C
CD1C_P4_S39,1,CD1C
CD1C_P4_S40,1,CD1C
CD1C_P4_S41,1,CD1C
CD1C_P4_S42,1,CD1C
CD1C_P4_S43,1,CD1C
CD1C_P4_S44,1,CD1C
CD1C_P4_S45,1,CD1C
CD1C_P4_S46,1,CD1C
CD1C_P4_S47,1,CD1C
CD1C_P4_S48,1,CD1C
